,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV
2876,,,Pig Iron Porter,1196541134.0,,,,,,
2877,,,Left Hand Milk Stout,1308432745.0,,,,,,
2878,,,Mead The Gueuze,1074148842.0,,,,,,
2879,Cerveza De Cuba,,Tiinima,1019409092.0,,,,,,
2880,,,Celts Golden Ale,1223821083.0,,,,,,
2881,,,Moylander Double Ipa,1204595795.0,,,,,,
2882,Alaus Darykla Kalnapilis,,Kalnapilis Export,1043862011.0,,,,,,
2883,,,Bare Tree Weiss Wine Vintage 2000,1034324285.0,,,,,,
2884,,,De Ranke Guldenberg,1254354908.0,,,,,,
2885,Red Bell Brewery & Pub,,Red Bell American Pale Ale,1022825029.0,,,,,,
2886,,,Red Bell Black Cherry Stout,1075662187.0,,,,,,
2887,,,Stone 02.02.02 Vertical Epic Ale,1060189595.0,,,,,,
2888,,,Beamish Red,1227644290.0,,,,,,
2889,,,,1187458028.0,,,,,,
2890,Rocky River Brewery & Grille,,Bear Bottom Stout,1019544089.0,,,,,,
2891,,,Copperhead Red,1019544422.0,,,,,,
2892,,,Rocky River Golden Eagle Lager,1019544762.0,,,,,,
2893,,,Equinox Ale,1038843626.0,,,,,,
2894,,,Labatt Nordic / .5,1159241732.0,,,,,,
2895,,,Revolution Red,1092872583.0,,,,,,
2896,,,Martha's Peculiar Brown,1153968667.0,,,,,,
2897,,,Schmidt,1042216840.0,,,,,,
2898,,,Three Philosophers Belgian Style Blend (quadrupel),1222560856.0,,,,,,
2899,,,White Beer,1235666524.0,,,,,,
2900,,,Aass Bayer (aass Dark),1045504271.0,,,,,,
2901,,,Genesee Red Lager,1188859536.0,,,,,,
2902,,,Pilgrim's Porter,1099784308.0,,,,,,
2903,,,Heidelberg Hefeweizen,1067469709.0,,,,,,
2904,,,Mad Wolf Ipa,1019631554.0,,,,,,
2905,,,Ten Point Ale,1019631800.0,,,,,,
2906,,,Saturnalea Solstice Ale,1022784504.0,,,,,,
2907,,,St-ambroise Vintage Ale,1142649102.0,,,,,,
2908,,,City Pale Ale,1052777353.0,,,,,,
2909,Sioux Falls Brewing Co.,,Phillips Ave. Pale Ale,1048765305.0,,,,,,
2910,,,Buffalo Stout,1029346266.0,,,,,,
2911,,,Busch Ice,1062114911.0,,,,,,
2912,,,Temne,1110753815.0,,,,,,
2913,,,Church Brew 140 Shilling Wee Heavy Scotch Ale,1140640839.0,,,,,,
2914,,,Red Felt Ale,1286666021.0,,,,,,
2915,,,Bock Beer,1080702630.0,,,,,,
2916,Motor City Brewing Works,,Motor City Brewing Ghettoblaster,1235260981.0,,,,,,
2917,,,B2k,1115614824.0,,,,,,
2918,Athenian Brewery,,Athenian,1117112114.0,,,,,,
2919,Ambassador Brewing Company,,Cherry Stout,1019899254.0,,,,,,
2920,Magnotta Brewery,,True North India Pale Ale,1220387383.0,,,,,,
2921,"Great Grains Brewery, Inc.",,Texas Tornado,1036700232.0,,,,,,
2922,,,Balcone's Fault Pale Malt,1091999641.0,,,,,,
2923,,,Bat's Breath Bock,1019921836.0,,,,,,
2924,,,Augustijn Grand Cru,1326187874.0,,,,,,
2925,,,Wildcat Wheat,1233196488.0,,,,,,
2926,,,,1116437109.0,,,,,,
2927,Haines Brewing Company,,Black Fang,1020002033.0,,,,,,
2928,,,Devil Made Me Do It Ipa,1247269376.0,,,,,,
2929,,,Cohoho Imperial Ipa,1175048614.0,,,,,,
2930,,,Snowshoes White Ale,1020004052.0,,,,,,
2931,,,Oosik Amber Ale,1020004885.0,,,,,,
2932,,,Willimantic Mail Carrier Maybock,1061920640.0,,,,,,
2933,,,,1259542721.0,,,,,,
2934,,,,1142910966.0,,,,,,
2935,,,La Chouffe Royal,1020023182.0,,,,,,
2936,Mobjack Bay Brewing Company,,Olde Coot Stout,1049357176.0,,,,,,
2937,,,Wasabi Brew,1173931054.0,,,,,,
2938,Castle Brewing (kenya) Ltd,,Ranger,1079831294.0,,,,,,
2939,,,Stoudt's India Pale Ale,1104624522.0,,,,,,
2940,,,Blueberry Wheat Ale,1073956984.0,,,,,,
2941,,,Riley's Red Ale,1020105965.0,,,,,,
2942,,,Brooklyn Brooklynator,1206827553.0,,,,,,
2943,,,Éphémère (apple),1158560077.0,,,,,,
2944,,,Kamouraska,1193766884.0,,,,,,
2945,,,St-hubert,1197087595.0,,,,,,
2946,,,Baltus O.v.s. Ale,1151226126.0,,,,,,
2947,,,Saranac Mountain Ale,1147299561.0,,,,,,
2948,Vino's Brewpub,,Lazyboy Stout,1179432772.0,,,,,,
2949,,,Firehouse Pale Ale,1238976968.0,,,,,,
2950,"Felinfoel Brewery Company, Ltd.",,Thames Welsh Esb,1168574921.0,,,,,,
2951,,,Honey Blonde Ale,1020285517.0,,,,,,
2952,,,Pale Mild,1083510917.0,,,,,,
2953,The People's Pint,,The People's Pint Extra Special Bitter (esb),1148871190.0,,,,,,
2954,,,Holiday Spice Lager Beer,1229473362.0,,,,,,
2955,Slab City Brewing Company,,Esker Alt,1059497037.0,,,,,,
2956,,,Pied Pipa,1184542170.0,,,,,,
2957,,,Charleston Pale Ale,1155365276.0,,,,,,
2958,Rapscallion,,Rapscallion Premier,1075734097.0,,,,,,
2959,,,Rapscallion Blessing,1109374161.0,,,,,,
2960,,,Southern Blonde,1095086084.0,,,,,,5.18
2961,,,Rickard's Gold,1024641353.0,,,,,,
2962,,,Red Bell Lager,1021621784.0,,,,,,
2963,,,Philadelphia Original Light,1020355109.0,,,,,,
2964,Barrington Brewery & Restaurant,,Stockbridge Steam,1020355884.0,,,,,,
2965,,,Barrington Vienna,1101163546.0,,,,,,
2966,,,Barrington Raspberry Ale,1020356594.0,,,,,,
2967,,,Barrington Porter,1138928486.0,,,,,,
2968,,,Sierra Nevada Summerfest Lager,1187840130.0,,,,,,
2969,,,Chocolate Porter,1104097748.0,,,,,,
2970,,,Havana Red,1294883047.0,,,,,,
2971,,,Brurm Toasted Blonde,1301242217.0,,,,,,
2972,,,Brurm Pale Ale,1062037336.0,,,,,,
2973,,,Lindemans Gueuze,1226843000.0,,,,,,
2974,Brasserie Dieu Du Ciel,,Paienne,1255557109.0,,,,,,
2975,,,Fumisterie,1210986892.0,,,,,,
2976,,,Resurrection,1020435855.0,,,,,,
2977,,,Blanche Du Paradis,1026657749.0,,,,,,
2978,,,Charbonniere,1282009347.0,,,,,,
2979,L'amère À Boire,,,1118622781.0,,,,,,
2980,,,Cerna Hora,1324582060.0,,,,,,
2981,Fish Brewing Company / Fishbowl Brewpub,,Mud Shark Porter,1302323596.0,,,,,,
2982,,,Fish Tale Wild Salmon Pale Ale,1198720611.0,,,,,,
2983,,,Fish Tale Amber Ale,1120612246.0,,,,,,
2984,,,Fish Tale Winterfish,1135133232.0,,,,,,
2985,,,Thrappledouser,1020529318.0,,,,,,
2986,,,,1086020946.0,,,,,,
2987,,,Boulder Porter,1130112421.0,,,,,,
2988,Piece Brewery & Pizzeria,,,1020541413.0,,,,,,
2989,,,Saison D'epeautre,1202336325.0,,,,,,
2990,,,Bière Darbyste,1157223665.0,,,,,,
2991,Mac And Jack's Brewery,,African Amber,1285979931.0,,,,,,
2992,,,Snowman (winter Edition),1056016096.0,,,,,,
2993,,,Dam Straight Lager,1301266678.0,,,,,,
2994,Bank Top Brewery,,The Haka,1020579379.0,,,,,,
2995,,,Zipa,1193106270.0,,,,,,
2996,,,Urban Wilderness Pale Ale,1248827772.0,,,,,,
2997,,,Crossroads Extra Pale Ale,1072709713.0,,,,,,
2998,Logjam Microbrewery,,Logjam Lager,1155281567.0,,,,,,
2999,Port Washington Brewing Co.,,Port Washington Amber Ale,1064321401.0,,,,,,
3000,,,Ringneck Red,1029259086.0,,,,,,
3001,,,Bird Creek Denali Ale,1020672815.0,,,,,,
3002,,,Bird Creek Anchorage Ale,1020672965.0,,,,,,
3003,,,Black Fog Nitro Stout,1020675433.0,,,,,,
3004,,,Pony Express Porter,1020676945.0,,,,,,
3005,,,Trubbel De Yards,1102572680.0,,,,,,
3006,Klosterbrauerei Weltenburg,,Weltenburger Kloster Asam-bock,1106808954.0,,,,,,
3007,Blind Tiger Brewery & Restaurant,,,1217522325.0,,,,,,
3008,,,Chief Burnett's Ipa,1020716335.0,,,,,,
3009,,,Gray's Ipa,1053386473.0,,,,,,
3010,,,Grizzley Peak Porter,1020760989.0,,,,,,
3011,,,Cb's English Pale Ale,1062119119.0,,,,,,
3012,,,19th Hole Ale,1020764477.0,,,,,,
3013,,,Empire Doppelbock,1020765358.0,,,,,,
3014,,,Cb's St. Patricks Ale,1324838826.0,,,,,,
3015,,,Cb's Spring Fever,1177107233.0,,,,,,
3016,,,Chapeau Mirabelle Lambic,1288757314.0,,,,,,
3017,,,Stoudt's Holiday Reserve,1077773641.0,,,,,,
3018,,,Grolsch Lentebok,1310813806.0,,,,,,
3019,,,Coopers Extra Strong Vintage Ale,1266171540.0,,,,,,
3020,,,Roland's Red Ale,1029779597.0,,,,,,
3021,,,Tooheys Extra Dry,1196173146.0,,,,,,
3022,,,Kilkenny Irish Cream Ale,1037596358.0,,,,,,
3023,,,Kilkenny Strong Ale,1192028882.0,,,,,,
3024,The Original Basil T's,,Weimaraner Wheat,1144008499.0,,,,,,
3025,,,Rosies Tail Waggin Pale Ale,1098814888.0,,,,,,
3026,,,Basil's Red Rocket Ale,1098814499.0,,,,,,
3027,Artisan's Brewery & Italian Grill,,Short Order Porter,1020857117.0,,,,,,
3028,,,La Terrible,1193513507.0,,,,,,
3029,,,Blackbeary Wheat,1290541702.0,,,,,,
3030,Cervecería Y Maltería Quilmes / Grupo Bemberg,,Quilmes,1068862400.0,,,,,,
3031,,,,1020872391.0,,,,,,
3032,,,Michigan Brewing Sunset Amber,1303075614.0,,,,,,
3033,,,Brooklyn Manchester Star,1043011328.0,,,,,,
3034,,,Ax Handle Ale,1033940223.0,,,,,,
3035,Crescent City Brewhouse,,Weiss Beer,1083615024.0,,,,,,
3036,De Leyerth Brouwerijen (urthel),,Urthel Hibernus Quentum,1154571745.0,,,,,,
3037,Dick's Brewing Company,,Cream Stout,1293025515.0,,,,,,
3038,,,Dick Danger Ale,1211596377.0,,,,,,
3039,Appalachian Brewing Company,,Jolly Scot Scottish Ale,1156981349.0,,,,,,
3040,,,Elephant Red,1128811007.0,,,,,,
3041,,,Degroen's Weizen,1080168230.0,,,,,,
3042,,,Rainbow Wheat,1213669432.0,,,,,,
3043,,,Erdinger Weissbier Kristallklar,1189820974.0,,,,,,
3044,,,Kul,1047588575.0,,,,,,
3045,,,Saku Hele,1325245130.0,,,,,,
3046,,,Lips Of Faith - Grand Cru Abbey Ale,1310610359.0,,,,,,
3047,,,Blackheart Stout,1098917766.0,,,,,,
3048,,,Beatnik Belgian Style White,1021214786.0,,,,,,
3049,,,Cantillon Lou Pepe - Kriek,1290640550.0,,,,,,
3050,Tun Tavern,,Tun Tavern Famous Tun Lite,1061352146.0,,,,,,
3051,,,Tun Tavern Irish Red,1122065156.0,,,,,,
3052,,,Tun Tavern Bullie's Brown Ale,1257609530.0,,,,,,
3053,,,Tun Tavern Leather-neck Stout,1127097474.0,,,,,,
3054,,,Tun Tavern All American Ipa,1102628540.0,,,,,,
3055,,,Tun Tavern Highlander Ale,1310509785.0,,,,,,
3056,,,Summer Xxx Brew,1054668203.0,,,,,,
3057,As Tartu Õlletehas,,A. Le Coq Premium,1226871421.0,,,,,,
3058,,,A. Le Coq Black Beer,1099072928.0,,,,,,
3059,Scharers Little Brewery,,Burragorang Bock,1200711616.0,,,,,,
3060,Weissbierbrauerei Hopf,,Hopf Dunkle Weisse,1205130584.0,,,,,,
3061,,,Hopf Weisser Bock,1063481720.0,,,,,,
3062,Bräu Im Moos,,Bräu Im Moos Weissbier,1021310238.0,,,,,,
3063,,,Bräu Im Moos Dunkle Weisse,1021310725.0,,,,,,
3064,,,'99 Wee Heavy Scotch Ale,1069037656.0,,,,,,
3065,,,Tröegs Rugged Trail Nut Brown Ale,1202613637.0,,,,,,
3066,,,Stone Old Guardian Barley Wine Style Ale 2002,1069908109.0,,,,,,9.91
3067,,,Big Swede,1186369757.0,,,,,,
3068,,,River Horse Hop Hazard Pale Ale,1247173053.0,,,,,,
3069,Forschungsbrauerei,,St Jakobus Blonder Bock,1096567978.0,,,,,,
3070,Barfüsser Das Kleine Brauhaus - Nürnberg,,Barfüsser Schwarze,1192731337.0,,,,,,
3071,Wagner Brau,,Wagner Brau Dunkel,1021355447.0,,,,,,
3072,,,Augustiner Bräu Oktoberfestbier,1253817972.0,,,,,,
3073,,,Rohrbachs 10th Anniversary Ale,1066306296.0,,,,,,
3074,,,Carib Shandy,1150640261.0,,,,,,1.2
3075,,,Shepherd Neame 1698 Celebration Ale,1216046082.0,,,,,,
3076,,,Brown Fox Session Ale,1091197113.0,,,,,,
3077,,,Clipper City Reserve Ipa,1039414138.0,,,,,,
3078,Brauerei Forst Ag,,Sixtus,1318723745.0,,,,,,
3079,Copper Canyon Brewery,,Copper Canyon Northwestern Gold,1297451392.0,,,,,,
3080,,,Copper Canyon Buffalo Jump Stout,1147666871.0,,,,,,
3081,,,Copper Canyon Devil's Peak Ipa,1021443853.0,,,,,,
3082,,,,1054043062.0,,,,,,
3083,,,Milly's Baxter's Brown Ale,1021483917.0,,,,,,
3084,Especialidades Cerveceras S.a. De C.v.,,Casta Milenia,1056136426.0,,,,,,
3085,,,Milly's Oatmeal Stout,1293569830.0,,,,,,
3086,Humboldt Brews Llc,,Golden Nectar Ale,1206743562.0,,,,,,
3087,,,Gray's Irish Red Style Ale,1140581982.0,,,,,,
3088,,,Columbus Pale Ale,1102180926.0,,,,,,
3089,West Yorkshire Brewery,,Fireball,1021573430.0,,,,,,
3090,,,Beyond The Pale,1021573684.0,,,,,,
3091,Pelican Pub & Brewery,,Tsunami Stout,1117150937.0,,,,,,
3092,,,Bitter,1021574154.0,,,,,,
3093,,,Ryan Sullivan's Imperial Stout,1247970353.0,,,,,,
3094,Berliner Kindl Brauerei,Berliner Weissbier,Berliner Kindl Weisse,1132950969.0,,,,,,
3095,,,La Fringante,1195082809.0,,,,,,
3096,,,Liquid Sunshine,1021640114.0,,,,,,
3097,,,Censored,1143175182.0,,,,,,
3098,,,Redpoint Ale,1199128027.0,,,,,,
3099,,,Philadelphia Pale Ale,1202681798.0,,,,,,
3100,,,Columbia Kölsch,1266937196.0,,,,,,
3101,,,Runaway Red,1021653102.0,,,,,,
3102,,,,1093382348.0,,,,,,
3103,,,9-1-1 India Pale Ale,1021653586.0,,,,,,
3104,,,Sternwheeler Stout,1194495222.0,,,,,,
3105,Snipes Mountain Microbrewery & Restaurant,,Extra Blonde,1153186762.0,,,,,,
3106,,,Sunnyside Pale,1122785705.0,,,,,,
3107,,,,1090552064.0,,,,,,
3108,,,Coyote Moon,1153526321.0,,,,,,
3109,,,Fish Tale Poseidon's Imperial Stout,1106471295.0,,,,,,
3110,,,Spring Brew 2002,1041331166.0,,,,,,
3111,,,Roza Barley Wine,1112808406.0,,,,,,
3112,,,,1082705863.0,,,,,,
3113,,,Aspen Meadow Vanilla Cream Stout,1227410700.0,,,,,,
3114,Sand Creek Brewing Company,,English Style Special Ale,1233108868.0,,,,,,
3115,,,Casta Triguera (wheat Ale),1122845733.0,,,,,,5.56
3116,Traverse Brewing Company,,Traverse Brewing Old Mission Lighthouse Ale,1083163447.0,,,,,,
3117,,,Gale's Prize Old Ale,1237507947.0,,,,,,
3118,,,Michelob Ultra,1301074983.0,,,,,,
3119,,,Dogwood Summer Brew,1090005424.0,,,,,,
3120,,,Fiesta Cervesa,1021818833.0,,,,,,
3121,,,River Horse Dark Harvest Ale,1021820676.0,,,,,,
3122,Union De Cervecerias Peruanas Backus Y Johnston,,Cristal,1227743353.0,,,,,,
3123,,,Hacker-pschorr Münchner Dunkel,1299936394.0,,,,,,
3124,,,Spaten Maibock / Premium Bock,1116678538.0,,,,,,
3125,Dednovo Brewery,,Zhigulevskoye Lubitelskoye,1021849596.0,,,,,,
3126,Falstaff Brewing Company,,Falstaff,1034060146.0,,,,,,
3127,Nethergate Brewery Co. Ltd.,,Augustinian Ale,1208485798.0,,,,,,
3128,Lagniappe Brewing Company,,Lagniappe Beer,1021899593.0,,,,,,
3129,,,Boston Garden Golden,1088875678.0,,,,,,
3130,,,Whole Stein,1197882911.0,,,,,,
3131,,,Kenmöre Kölsch,1072046510.0,,,,,,
3132,,,Boston Common,1186109172.0,,,,,,
3133,,,Dogwood Winter Ale (2001),1036597575.0,,,,,,
3134,,,Dogwood Pale Ale,1082265975.0,,,,,,
3135,,,Michigan Brewing Hamtramck Beer,1155353227.0,,,,,,
3136,,,Paulaner Hefe-weissbier Dunkel,1299813820.0,,,,,,
3137,,,Paulaner Weissbier Kristallklar,1279801434.0,,,,,,
3138,,,Paulaner Hefe-weissbier Leichte,1188190975.0,,,,,,
3139,,,Paulaner Hefe-weissbier Alkoholfrei,1104781421.0,,,,,,
3140,,Roggenbier,Paulaner Roggen,1062992128.0,,,,,,
3141,,,Paulaner Original Münchner Dunkel,1208476569.0,,,,,,
3142,,,Paulaner Original Münchner Urtyp,1268582527.0,,,,,,
3143,,,Paulaner Original Münchner Alkoholfrei,1052596719.0,,,,,,
3144,,,Paulaner Original Münchner Leicht,1051757944.0,,,,,,
3145,,,Paulaner Diät Pils,1309598413.0,,,,,,
3146,,,Hahn Witbier,1080476855.0,,,,,,
3147,,,Roffey's Forecaster Pale Ale,1025674756.0,,,,,,
3148,,,Leinie's Amber Light,1076957049.0,,,,,,
3149,,,Ulmer Braun,1103086436.0,,,,,,
3150,,,Black Cat Porter,1131688459.0,,,,,,
3151,Red Rock Brewing Company,,Red Rock Pale Ale,1146874798.0,,,,,,
3152,,,Red Rock Dunkel Weizen,1030008039.0,0.0,,0.0,,,
3153,,,Red Rock Amber Ale,1229370229.0,,,,,,
3154,,,Red Rock Bavarian Weiss,1114798226.0,,,,,,
3155,,,Roggen Rock,1222304113.0,,,,,,
3156,,,Red Rock Stout,1022104204.0,,,,,,
3157,,,Fenway Dark,1022104231.0,,,,,,
3158,Marmot Mesa Brewery & Ale House,,,1022138755.0,,,,,,
3159,,,Scottish Ale,1022139156.0,,,,,,
3160,,,Squatters Vienna Lager,1022139517.0,,,,,,
3161,,,Squatters Amber,1030196922.0,,,,,,
3162,,,Squatters St. Provo Girl Pilsner,1231995456.0,,,,,,
3163,,,Vienna Creme Ale,1022140766.0,,,,,,
3164,,,Squatters India Pale Ale,1198600107.0,,,,,,
3165,,,Concord Ipa,1114354018.0,,,,,,
3166,,,Squatters Nitro Mild,1022155888.0,,,,,,
3167,,,Red Rock Porter,1101080008.0,,,,,,
3168,Desert Edge Brewery,,Latter Days Stout,1030267158.0,,,,,,
3169,Uinta Brewing Company,,Cutthroat Pale Ale,1210638509.0,,,,,,
3170,,,Pub Pils,1030197670.0,,,,,,
3171,,,Chili Ale,1022170418.0,,,,,,
3172,,,,1030197368.0,,,,,,
3173,,,Mill Creek Cream Stout,1030196826.0,,,,,,
3174,,,Utah Pale Ale,1254800113.0,,,,,,
3175,,,Third Coast Beer,1255382491.0,,,,,,
3176,The Ship Inn,,Golden Wheat Light,1164926000.0,,,,,,
3177,,,,1085420926.0,,,,,,
3178,,,Pheasant Plucker,1164152481.0,,,,,,
3179,,,Paddle Wheel (ipa),1022178677.0,,,,,,
3180,,,Extra Special Bitter,1236664852.0,,,,,,
3181,,,Irish Stout,1022179820.0,,,,,,
3182,Celtic Bayou,,Black Pool Extra Stout,1022184269.0,,,,,,
3183,,,St Brigid's Blonde Ale,1066609000.0,,,,,,
3184,,,,1022211887.0,,,,,,
3185,,,,1022212166.0,,,,,,
3186,,,Red Rock Pilsner,1216229763.0,,,,,,
3187,,,Tröegs Bavarian Lager,1056545534.0,,,,,,
3188,Black Sheep Brewery Plc,,Monty Python's Holy Grail Ale,1174873246.0,,,,,,
3189,Harboes Bryggeri A/s,,Harboe Bjørnebryg (bear Beer),1307188970.0,,,,,,
3190,,,Riverside Red,1052280005.0,,,,,,
3191,,,Hoppy Trails Ipa,1324319300.0,,,,,,
3192,,,Hurricane Porter,1022256159.0,,,,,,
3193,,,Molson Xxx,1214431338.0,,,,,,
3194,,,Casta Dorada (golden Ale),1124223462.0,,,,,,
3195,,,Brewer's Handle Porter,1022269802.0,,,,,,
3196,,,Michigan Brewing Wheatland,1052076471.0,,,,,,
3197,,,Alesmith Speedway Stout,1156554903.0,,,,,,
3198,,,Pandora's Bock,1309542220.0,,,,,,
3199,,,Hofbräu Münchner Weisse,1298304126.0,,,,,,
3200,,,Anniversary Barley Wine,1289364453.0,,,,,,
3201,,,Trappistes Rochefort 6,1176666137.0,,,,,,
3202,,,Bad Elmer's Porter,1291859665.0,,,,,,
3203,,,West End Wit,1022406734.0,,,,,,
3204,,,Lemon Beer,1022404344.0,,,,,,
3205,,,Empire Apricot Ale,1022407215.0,,,,,,
3206,,,Six Bridges Cream Ale,1179418059.0,,,,,,
3207,,,Great Lakes York Street Bitter,1179981210.0,,,,,,
3208,,,Great Lakes Locktender Lager,1229721613.0,,,,,,
3209,Elm City Brewing Co.,,Elm City Mai Bock,1022435435.0,,,,,,
3210,,,No Name Ipa,1150130886.0,,,,,,
3211,,,Elm City Amber Ale,1022436375.0,,,,,,
3212,,,Elm City Ordinary Bitter,1022436875.0,,,,,,
3213,,,Sapporo Fuyumonogatari - The Winter's Tale,1321014821.0,,,,,,
3214,,,Light Brigade,1022445912.0,,,,,,
3215,,,Water Gap Wheat,1203481503.0,,,,,,
3216,Barley's Brewing Company,,Barley's Christmas Ale,1230421810.0,,,,,,
3217,,,Barley's Ol' Ron's Surly Oatmeal Stout,1022493755.0,,,,,,
3218,,,Barley's Rasberry Wheat Ale,1022493924.0,,,,,,
3219,,,Barley's Bee's Wing Honey Wheat,1128468869.0,,,,,,
3220,,,Red Brick Dog Days Ale,1146522547.0,,,,,,
3221,,,Laughing Skull Bohemian Pilsener,1067225474.0,,,,,,
3222,,,Casta Bruna (pale Ale),1115346600.0,,,,,,
3223,,,Vienna Gold,1077083881.0,,,,,,
3224,,,,1089057529.0,,,,,,
3225,,,Crimson Honey Ale,1022531514.0,,,,,,
3226,,,Black Rock Porter,1081023646.0,,,,,,
3227,,,Pub Draught,1022531945.0,,,,,,
3228,,,Christmas Ale 1999,1022535104.0,,,,,,
3229,,,,1165863324.0,,,,,,
3230,,,Kilt Lifter Scotch Ale 2003,1022535943.0,,,,,,
3231,Streichs Brewing Co.,,Streichs Naked Fish / Naughty Fish,1072844240.0,,,,,,
3232,Dark Horse Brewing Company,,Dark Horse Reserve Special Black Bier Ale,1225494877.0,,,,,,
3233,,,Amsterdam Framboise,1132016635.0,,,,,,
3234,,,Barley's Brown Lion Ale,1022602633.0,,,,,,
3235,,,Barley's Angelo's Crooked Sky Rye,1067519603.0,,,,,,
3236,,,Urthel Tonicum Finiboldhus,1091270615.0,,,,,,
3237,,,Barley's Bambino Sigorino Stout,1179087120.0,,,,,,
3238,,,Top Hat Beer,1170822211.0,,,,,,
3239,Elevator Brewery & Draught Haus,,Elevator Ole Pen Nitro Stout,1022606289.0,,,,,,
3240,,,Mariner Of Holland,1022609007.0,,,,,,
3241,Great Northern Brewing Co. / Black Star Draught House,,Black Star Double Hopped Golden Lager,1293338160.0,,,,,,
3242,,,Scharers Lager,1200711201.0,,,,,,
3243,,,,1056188383.0,,,,,,
3244,Matilda Bay Brewing Co.,,Matilda Bay Dogbolter,1162192041.0,,,,,,
3245,,,Matilda Bay Redback Original,1312444923.0,,,,,,
3246,,,Spring Run Ipa,1047937932.0,,,,,,
3247,,,Matilda Bay Premium Pils,1113030992.0,,,,,,
3248,,,Brewer's Special Stout,1022617592.0,,,,,,
3249,Grand Ridge Brewing Co.,,Grand Ridge Brewers Pilsener,1161397042.0,,,,,,
3250,,,Grand Ridge Gippsland Gold,1242033466.0,,,,,,
3251,,,Grand Ridge Hatlifter Stout,1140398110.0,,,,,,
3252,,,Grand Ridge Moonshine,1179400860.0,,,,,,
3253,,,Grand Ridge Natural Blonde,1197605882.0,,,,,,
3254,,,Grand Ridge Supershine,1067506447.0,,,,,,
3255,,,Grand Ridge Yarra Valley Gold,1181470134.0,,,,,,
3256,J. Boag & Son Brewing,,James Boag's Premium Lager,1179319350.0,,,,,,
3257,,,Olympia Beer,1298164651.0,,,,,,4.78
3258,Maplewood Farms Restaurant & Brewery,,Fort River Pale Ale,1022664063.0,,,,,,
3259,,,Intimidator Double Bock,1022664376.0,,,,,,
3260,,,Bazilla,1041427415.0,,,,,,
3261,Magnolia Pub & Brewery,,Weekapaug Gruit,1318898601.0,,,,,,
3262,,,Fighting Finches Mai Bock,1068768438.0,,,,,,
3263,,,Whitetail Cream Ale,1029919584.0,,,,,,
3264,,,New Holland Cabin Fever Brown Ale,1323755527.0,,,,,,
3265,,,Traverse Brewing Manitou Amber Ale,1074739936.0,,,,,,
3266,,,Alesmith Ipa,1240933739.0,,,,,,7.25
3267,,,Harvest Pale Ale,1079386193.0,,,,,,
3268,Micro-brasserie Saint-arnould,,Rivière Rouge,1083340399.0,,,,,,
3269,,,Dépanneur Le Gobelet Ambrée,1022699635.0,,,,,,
3270,,,Rauch,1214853192.0,,,,,,
3271,,,Point Classic Amber,1211088869.0,,,,,,
3272,,,Troutbrook Summer Lager,1023089419.0,,,,,,
3273,Springfield Brewing Company,,Mueller Lager,1108707873.0,,,,,,
3274,,,Mesabi Red,1317875951.0,,,,,,
3275,,,I.p.a.,1104294941.0,,,,,,
3276,,,Duipa,1228862415.0,,,,,,
3277,,,Mr. Dexter's Very Vanilla Cream Ale,1023364237.0,,,,,,
3278,,,Moody Street Stout,1231626415.0,,,,,,
3279,Five Seasons Prado,,Glenkevin Wee Heavy Scotch Ale,1210602685.0,,,,,,
3280,,,Seven Sisters Münchner,1141792461.0,,,,,,
3281,,,Dunkelweizen,1022797037.0,,,,,,
3282,,,Me262 Maibock,1180403379.0,,,,,,
3283,Richbrau Brewing Company,,Griffin Golden Ale,1235498768.0,,,,,,
3284,,,Old Nick Pale Ale,1070595248.0,,,,,,
3285,,,Big Nasty Porter,1170443270.0,,,,,,
3286,,,Riggwelter Yorkshire Ale,1096573423.0,,,,,,
3287,Cerveceria Costa Rica,,Imperial,1215035186.0,,,,,,
3288,,,Cherry Raspberry Ale,1076511655.0,,,,,,
3289,,,Lighthouse,1063798705.0,,,,,,
3290,Královský Pivovar Krušovice A.s.,,Krušovice Light,1088263145.0,,,,,,
3291,Harlem Brewing Company,,Sugar Hill Golden Ale,1319408009.0,,,,,,
3292,,,Wit,1059916903.0,,,,,,
3293,,,Raspberry Wit,1022880062.0,,,,,,
3294,,,Amber Lager,1022880157.0,,,,,,
3295,,,May Gold,1022880239.0,,,,,,
3296,,,Munich Dark,1140477117.0,,,,,,
3297,,,Aprihop,1055872617.0,,,,,,
3298,,,Summit Hefe Weizen,1124326668.0,,,,,,
3299,Siletz Brewing And Public House,,Siletz Oatmeal Cream Stout,1104255963.0,,,,,,
3300,,,Windjammer Wheat,1022919533.0,,,,,,
3301,,,Humpback Pale Ale,1160887522.0,,,,,,
3302,,,Catcher In The Rye Ale,1249520450.0,,,,,,
3303,,,Nisqually Nut Brown Ale,1022920127.0,,,,,,
3304,,,Black Diamond Stout,1022920313.0,,,,,,
3305,Lancaster Brewing Company,,,1079340491.0,,,,,,
3306,,,Alaskan Summer Ale,1154818028.0,,,,,,
3307,,,Big Bear Malt Liquor,1324941084.0,,,,,,
3308,,,Schlitz Bull Ice I.m.l.,1241331494.0,,,,,,
3309,,,Stinson Beach Peach,1187047027.0,,,,,,
3310,,,River Horse Special Ale Esb,1189644073.0,,,,,,
3311,,,,1249604944.0,,,,,,
